id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
27082008,IDYLLIC IN THE HEART OF MADRID 2,54636475,Aida,Centro,Palacio,40.41294,-3.70975,Entire home/apt,86,2,85,2020-03-08,4.04,1,196
27082262,Feel like HOME - SOL/OPERA,191527025,Vidal,Centro,Palacio,40.41523,-3.71253,Entire home/apt,65,1,93,2020-03-01,4.23,1,358
27085242,Oasis Madrileño,50719636,Agostina M,Centro,Embajadores,40.41274,-3.7043,Private room,60,2,18,2019-12-29,0.86,1,0
27086601,Experience Madrid from Elegant Penthouse Hideaway,135488502,Leticia,Centro,Universidad,40.42457,-3.70399,Entire home/apt,67,2,112,2020-03-09,5.17,2,365
27100118,Ático de lujo Torres Kio,83979232,Pablo,Tetuán,Valdeacederas,40.46589,-3.7051,Entire home/apt,80,30,0,,,1,358
27100861,"Habitación privada 1 o 2 personas, prox aeropuerto",172830865,Laura,Hortaleza,Valdefuentes,40.48916,-3.6562,Private room,25,2,11,2020-03-01,0.53,1,57
27107910,Habitación Privada en Calle Jose Ortega y Gasset,90186677,Marianna,Salamanca,Lista,40.42925,-3.67849,Private room,21,2,2,2019-12-18,0.09,7,31
27108117,Tourist Apartment Tetuán-Plaza Castilla,204028288,Ignacio,Tetuán,Berruguete,40.46175,-3.70413,Entire home/apt,69,1,131,2020-04-29,5.92,3,356
27111785,"WaveAutumnVine, Studio Apartment, Las Rozas!",165467697,Wave Autumn Vine,Centro,Universidad,40.42078,-3.70433,Private room,99,1,2,2019-10-06,0.10,4,3
27123764,MODERN FLAT 300 METERS FROM PLAZA MAYOR,16468930,Felipe,Centro,Embajadores,40.41149,-3.70748,Entire home/apt,100,3,0,,,1,0
27124524,very bright room in our house,103994893,Eugenia,Latina,Aluche,40.38588,-3.75802,Private room,20,1,110,2020-03-09,5.30,1,83
27126004,Barrio Salamanca 4Pax New apartment,204193260,Marta Y Fran,Salamanca,Guindalera,40.43118,-3.67098,Entire home/apt,70,2,25,2019-12-23,1.23,1,0
27130156,Estudio acogedor centro Malasaña,3540591,Max,Centro,Universidad,40.42408,-3.70491,Entire home/apt,55,2,11,2020-01-19,0.54,8,234
27131916,Sunny Room in Madrid Downtown,2081327,Alberto,Retiro,Pacífico,40.40237,-3.68172,Private room,24,1,56,2020-03-06,2.63,1,85
27133481,LOVELY STAY HOME,53535785,I Love Madrid,Centro,Sol,40.41509,-3.70764,Entire home/apt,78,4,81,2020-04-28,3.77,2,76
27133915,ROMANTIC SWEET HOME,53535785,I Love Madrid,Centro,Sol,40.41503,-3.70627,Entire home/apt,82,4,72,2020-04-27,3.45,2,12
27141824,"Atocha, entre Museo Prado y el Museo Reina Sofia",23452445,Carlos,Arganzuela,Palos de Moguer,40.40698,-3.69469,Entire home/apt,50,1,65,2020-03-16,3.00,2,180
27148755,HabitaciónMadridRio,203087190,Andrea,Usera,Moscardó,40.3885,-3.70095,Private room,19,1,3,2018-08-18,0.14,1,0
27151657,"GRAN VÍA, Studio Apartment, WIFI, AC",76323549,Gran Vía,Centro,Justicia,40.41997,-3.69805,Hotel room,89,1,32,2020-01-19,1.48,5,44
27151693,"GRAN VÍA, 1  Bedroom Apartment, WIFI, AC",76323549,Gran Vía,Centro,Justicia,40.41997,-3.69805,Hotel room,99,1,0,,,5,43
27151798,"INFANTAS 19, Studio Apartment, WIFI, AC",76323549,Gran Vía,Centro,Justicia,40.42035,-3.69825,Hotel room,79,1,31,2020-02-24,1.43,5,43
27151850,Puerta del Sol Apartment - Perfecto para grupos!,79047367,Miguel,Centro,Sol,40.41583,-3.70378,Entire home/apt,200,2,45,2020-02-03,2.05,2,119
27151860,"INFANTAS 19. Superior Studio , WIFI, AC.",76323549,Gran Vía,Centro,Justicia,40.42035,-3.69825,Hotel room,100,1,63,2019-12-27,3.08,5,43
27151911,"GRAN VÍA , Studio Apartment , WIFI , AC",76323549,Gran Vía,Centro,Justicia,40.42007,-3.69819,Private room,90,1,16,2019-08-06,0.73,5,43
27152672,M8 SOL a estrenar en Puerta del Sol.,105024501,Sara Lorena,Centro,Sol,40.4152,-3.70315,Entire home/apt,85,3,82,2020-03-13,3.78,5,228
27153191,M9 LUNA Brand new flat at Puerta del Sol,105024501,Sara Lorena,Centro,Sol,40.4152,-3.70315,Entire home/apt,79,3,102,2020-03-09,4.78,5,220
27153691,Cozy Chamberi palace double/twin room,202690608,Rafael De One Shot Luchana 22,Chamberí,Trafalgar,40.43106,-3.70079,Private room,1000,1,6,2019-08-23,0.30,4,342
27153699,Balcony Madrid's vibe double/twin room,202690608,Rafael De One Shot Luchana 22,Chamberí,Trafalgar,40.43027,-3.70017,Private room,1000,1,6,2019-08-11,0.29,4,342
27153701,Original rounded shaped dreams double room,202690608,Rafael De One Shot Luchana 22,Chamberí,Trafalgar,40.43027,-3.70017,Private room,1000,1,3,2019-07-13,0.20,4,342
27153703,Awesome private terrace top floor room Madrid sky,202690608,Rafael De One Shot Luchana 22,Chamberí,Trafalgar,40.43027,-3.70017,Private room,1000,1,0,,,4,335
27154041,Marlyn & Roxii House,190978098,Roxii,Ciudad Lineal,Ventas,40.42896,-3.65101,Private room,16,1,9,2020-03-08,0.42,1,147
27154284,ROMANTIC  with VIEWS design apartment in LA LATINA,204429216,Raquel,Centro,Palacio,40.41322,-3.71121,Entire home/apt,68,1,116,2020-03-14,5.59,2,90
27156338,Habitación La Latina,122786953,Elena,Arganzuela,Delicias,40.39715,-3.69437,Private room,35,1,0,,,4,0
27156849,Habitación Puerta de Toledo,122786953,Elena,Centro,Embajadores,40.4072,-3.71096,Private room,35,1,0,,,4,0
27157411,NEW Penthouse / AC - Wifi | HUERTAS CENTRE,204469636,María Y Dario,Centro,Cortes,40.41395,-3.69681,Entire home/apt,61,7,68,2020-03-10,3.30,1,351
27157531,"Magnifico piso de un dormitorio, en Madrid Centro.",203236776,Raquel,Salamanca,Guindalera,40.43036,-3.66635,Entire home/apt,47,2,76,2020-03-14,3.50,1,0
27161570,Meraviglia’s  Calle Fuencarral,58320102,Marco,Centro,Justicia,40.42362,-3.70045,Entire home/apt,60,2,73,2020-03-05,3.56,1,180
27161940,Salamanca Premium,21731634,Tres Por Tres,Salamanca,Recoletos,40.4227,-3.68306,Entire home/apt,300,3,22,2020-02-17,1.17,10,272
27166444,Arty Madrid double bedroom in the Centre /,12027933,Claudia,Centro,Universidad,40.42594,-3.70383,Entire home/apt,75,1,0,,,2,0
27167223,Rustic Mansard w/terrace ANTON MARTIN,203530243,Luis Y Maria,Centro,Embajadores,40.41132,-3.69893,Entire home/apt,71,1,20,2020-03-09,0.96,1,364
27168008,habitación en alquiler,203999350,María Henar,Carabanchel,Puerta Bonita,40.38257,-3.73206,Private room,300,1,0,,,1,0
27178837,"Plaza Mayor & La Latina - Espacioso, Nuevo, Limpio",14583316,Lucia,Centro,Embajadores,40.41026,-3.70722,Entire home/apt,29,1,103,2020-02-20,4.86,2,317
27180274,Plaza Mayor Stunning & Stylish - neat & tidy,14583316,Lucia,Centro,Embajadores,40.41073,-3.70854,Entire home/apt,29,1,107,2020-03-17,4.99,2,365
27180364,Trendy apartment in ATOCHA,38896067,David,Arganzuela,Palos de Moguer,40.40463,-3.69297,Entire home/apt,40,2,28,2020-03-02,1.36,2,231
27184909,ROOMS LATINA,25601630,Nancy,Latina,Puerta del Angel,40.41282,-3.72881,Private room,50,7,1,2018-11-18,0.05,4,358
27187208,ROOM CHICK,25601630,Nancy,Latina,Puerta del Angel,40.40935,-3.73849,Private room,40,7,1,2019-09-12,0.12,4,365
27187514,habitacion por meses,6637077,Jesus,Latina,Puerta del Angel,40.41278,-3.72757,Private room,9000,20,0,,,2,315
27189655,casa centrica en Madrid- Ifema - Wifi,201398681,Petra,Ciudad Lineal,Quintana,40.43631,-3.64346,Entire home/apt,75,2,52,2020-02-28,2.53,1,347
27193125,Central and sunny apartment with views to  gardens,204761461,Alvaro,Centro,Universidad,40.42654,-3.70412,Entire home/apt,110,5,38,2020-03-08,1.86,1,0
27193905,HABITACION EN MADRID,25601630,Nancy,Ciudad Lineal,Pueblo Nuevo,40.42809,-3.63776,Private room,50,30,3,2019-11-20,0.17,4,363
27194034,Loft En Madrid,183400172,Stephanie,Arganzuela,Palos de Moguer,40.40381,-3.69099,Entire home/apt,78,2,9,2019-03-10,0.45,1,0
27194331,APTO3 EN CENTRO HISTÓRICO. PLAZA DE LA VILLA.,204763308,Luis,Centro,Palacio,40.41531,-3.70982,Entire home/apt,90,1,62,2020-03-07,3.05,3,180
27196183,"Modern, Clean apt near Atocha station",55987532,Leyda,Arganzuela,Palos de Moguer,40.40541,-3.69601,Entire home/apt,125,10,2,2019-10-25,0.10,1,90
27199836,Cómodo piso Estudio cerca metro Gran Vía Madrid,201896956,Emmanuell,Centro,Universidad,40.4219,-3.70276,Entire home/apt,50,1,132,2020-03-18,6.95,2,193
27199898,Penthouse with terrace in Guindalera,204767786,Laurent Y Maria,Salamanca,Guindalera,40.43453,-3.67071,Entire home/apt,56,1,22,2020-02-29,1.05,1,319
27201391,Habitación privada en piso compartido,86047339,Hanna,Centro,Universidad,40.42673,-3.70577,Private room,20,5,1,2018-09-03,0.05,1,0
27208971,Loft in Las Letras Quarter -6pax~2BR-,70036127,Noam,Centro,Cortes,40.41442,-3.69943,Entire home/apt,80,3,40,2020-01-05,1.98,2,0
27212041,GRAN VÍA Luxury House (4BR 4BT),17499500,Iakai Homes,Centro,Palacio,40.42267,-3.70975,Entire home/apt,313,2,11,2019-10-05,0.56,35,156
27213990,"Quiet double with breakfast & priv. bath, Matadero",33764591,Julia,Arganzuela,Chopera,40.39467,-3.6982,Private room,43,2,101,2020-03-08,4.76,2,102
27214449,PUERTA DEL SOL Premium (1BR 1BT),17499500,Iakai Homes,Centro,Sol,40.41555,-3.7071,Entire home/apt,90,1,30,2020-02-02,1.41,35,295
27214598,Acogedor y espacioso apartamento con dos cuartos,1807150,Alberto,Centro,Embajadores,40.41045,-3.70543,Entire home/apt,55,6,17,2020-03-08,0.79,1,43
27215191,New and bright apartment in Malasaña!,204951293,Oded,Centro,Justicia,40.42722,-3.69957,Entire home/apt,80,3,63,2020-03-08,2.93,2,106
27216325,Cosy apartment in Lavapies -2PAX- 25m2,195804574,Daniel,Centro,Embajadores,40.40869,-3.69874,Entire home/apt,50,4,20,2020-03-17,1.25,1,107
27222028,Bastardo Hostel Madrid - Bed in 6 people mixed dorm,189959417,Adrian,Centro,Justicia,40.42615,-3.70049,Shared room,999,1,98,2020-03-09,4.84,10,189
27222530,SOL,204908055,Primigenia Pinoso,Centro,Sol,40.41615,-3.70209,Entire home/apt,88,3,5,2019-12-29,0.38,2,0
27224258,Apartamento interior centro madrid,199036370,H.Benavent E Hijos,Centro,Palacio,40.42302,-3.71036,Entire home/apt,150,3,0,,,26,0
27229982,Habitación en Madrid zona Bernarbeu Chamartin,14918142,Isabel,Barajas,Timón,40.47525,-3.5827,Private room,18,30,0,,,2,174
27230520,"马德里景点旁交通便利,3号6号地铁直通太阳门广场市中心,大型商场餐厅酒吧超市公园,房东可提供旅游帮助",205077326,Jia,Usera,Moscardó,40.38902,-3.69971,Private room,17,1,2,2018-09-11,0.09,1,0
27231537,"Best BnB in Madrid,A/C,WiFi,Bus,Metro,Netflix",66667269,Pura,San Blas - Canillejas,Simancas,40.43291,-3.62311,Private room,35,1,99,2020-03-08,4.59,2,133
27240417,Sercotel Togumar - Double/Twin Room,93872511,Apartamentos Sercotel Togumar,Chamartín,Prosperidad,40.44298,-3.67288,Hotel room,50,1,1,2018-09-30,0.05,4,333
27240518,Sercotel Togumar - Superior Room,93872511,Apartamentos Sercotel Togumar,Chamartín,Prosperidad,40.44449,-3.67224,Hotel room,50,1,0,,,4,333
27240605,Sercotel Togumar - Triple Room,93872511,Apartamentos Sercotel Togumar,Chamartín,Prosperidad,40.4432,-3.67163,Hotel room,50,1,0,,,4,333
27240646,Sercotel Togumar - Family Room,93872511,Apartamentos Sercotel Togumar,Chamartín,Prosperidad,40.44465,-3.67329,Hotel room,50,1,0,,,4,330
27241406,Apartamento entero con chimenea en Madrid,34515607,Daniel,Chamartín,Prosperidad,40.44293,-3.67536,Entire home/apt,50,5,9,2019-01-03,0.44,1,0
27243080,SPACIOUS apt. FE (LAVAPIÉS) ideal 4 COUPLES,107141654,Leeways,Centro,Embajadores,40.40904,-3.7003,Entire home/apt,150,1,113,2020-03-13,5.36,69,107
27243122,APART-HAB 1B,200171094,Monica.,Arganzuela,Palos de Moguer,40.40218,-3.69323,Entire home/apt,60,30,2,2019-11-02,0.22,3,365
27243164,"Luxury 3-bedroom 2-bath, Recoletos, daily cleaning",168487117,Luis,Centro,Justicia,40.42202,-3.69466,Entire home/apt,1000,2,3,2019-10-12,0.20,6,0
27246464,Stylish & Modern 2BD-2BT La Latina-Puerta Toledo,86377147,Victor,Centro,Palacio,40.40955,-3.71105,Entire home/apt,130,2,53,2019-12-30,2.51,1,319
27247798,Nice apt with terrace,142945848,"Loic, Estelle & Co",Moratalaz,Media Legua,40.40787,-3.65635,Entire home/apt,84,1,0,,,10,365
27253931,Angel Suite - Madflats Collection,112373304,Daniel,Centro,Cortes,40.41396,-3.70231,Entire home/apt,139,1,2,2018-10-22,0.10,53,358
27254132,Cozy room in city center,205273908,Ada,Centro,Cortes,40.41171,-3.69388,Private room,20,2,17,2019-12-15,0.79,2,0
27256915,"1 Bedroom with amazing terrace "" Alcala III""",28038703,Luxury Rentals Madrid,Salamanca,Goya,40.42461,-3.67474,Entire home/apt,5000,3,2,2019-10-13,0.18,121,333
27257449,Bright Loft in Vallehermoso,94234954,Luis,Chamberí,Vallehermoso,40.44468,-3.70563,Entire home/apt,60,2,46,2020-03-08,2.11,1,175
27258733,BEST LOCATION IN THE CITY OF MADRID!!!! 166,34217435,Luis,Salamanca,Recoletos,40.42195,-3.68987,Entire home/apt,79,1,106,2020-03-14,4.95,15,335
27267953,Newly refurbished apartment 15min away Plaza Mayor,141637969,Maria Dolores,Latina,Puerta del Angel,40.409,-3.72936,Entire home/apt,38,1,5,2018-09-10,0.23,1,0
27272400,"Fuencarral street room, private bathroom F 18",132022481,Jorge,Centro,Universidad,40.42399,-3.70131,Private room,45,1,128,2020-03-08,6.10,46,180
27273988,Cozy Flat at 3 stations from Plaza de España-5 pax,205454809,J. Andrea,Latina,Lucero,40.40784,-3.74149,Entire home/apt,57,2,84,2020-03-29,4.19,3,245
27275642,Casa Norma,205466186,Norma Concepción,Barajas,Corralejos,40.46476,-3.58548,Private room,32,1,277,2020-05-09,12.65,2,358
27275761,Shared Flat in Delicias in August/September,13404603,Benjamin,Arganzuela,Delicias,40.39648,-3.69397,Private room,30,3,3,2018-09-03,0.14,1,0
27277679,Estudio con teraza en Madrid con desayuno incluido,156842922,Georgian,Centro,Universidad,40.42108,-3.70255,Entire home/apt,90,2,1,2018-08-22,0.05,19,363
27278931,Apto Madrid,200399777,Julieta,Usera,Almendrales,40.3868,-3.69873,Private room,20,1,0,,,1,0
27281648,Rustic & Class,133735890,David,Centro,Palacio,40.41842,-3.70921,Entire home/apt,100,1,163,2020-03-18,7.52,6,154
27281907,Premium Home  Retiro Park - 3BR 2BT,197506862,Miguel,Salamanca,Recoletos,40.42151,-3.68377,Entire home/apt,250,1,52,2020-03-03,2.42,4,108
27282086,Preciosa habitación a 15 minutos del S. Bernabéu,45252898,Silvia,Chamartín,Ciudad Jardín,40.44591,-3.67582,Private room,40,2,59,2020-02-25,2.88,2,178
27283105,Casa acogedora en el centro de Madrid,41108837,Mariliis,Centro,Embajadores,40.41106,-3.69975,Entire home/apt,55,1,0,,,1,0
27289799,GRAN VÍA BEDROOM junto Puerta de Sol CENTRO MADRID,35220583,Nacho,Centro,Sol,40.41935,-3.69991,Private room,29,2,2,2018-08-31,0.09,1,0
27298103,"*Studio City Centre-Atocha-WiFi, A/C,SmartTV",193814681,Patricia,Arganzuela,Palos de Moguer,40.40461,-3.69528,Entire home/apt,48,1,123,2020-03-12,5.84,6,364
27298208,Fabuloso atico con jardin en barrio Salamanca,22786169,Concha,Salamanca,Fuente del Berro,40.42074,-3.66575,Entire home/apt,68,30,0,,,6,226
27299012,"**Studio City Centre-Atocha-WiFi, A/C, SmartTV",193814681,Patricia,Arganzuela,Palos de Moguer,40.40456,-3.6959,Entire home/apt,52,1,120,2020-03-15,5.55,6,364
27299334,"***Studio City Centre-Atocha-WiFi, A/C, SmartTV",193814681,Patricia,Arganzuela,Palos de Moguer,40.40557,-3.69569,Entire home/apt,48,1,124,2020-03-09,5.85,6,365
27299564,"---Studio City Centre-Atocha-WiFi, A/C, SmartTV",193814681,Patricia,Arganzuela,Palos de Moguer,40.4057,-3.69549,Entire home/apt,48,1,125,2020-03-13,5.78,6,361
27299875,"--Studio City Centre-Atocha-WiFi, A/C, SmartTV",193814681,Patricia,Arganzuela,Palos de Moguer,40.40542,-3.69618,Entire home/apt,48,1,109,2020-03-16,5.04,6,364
27300103,"-Studio City Centre-Atocha-WiFi, A/C, SmartTV",193814681,Patricia,Arganzuela,Palos de Moguer,40.40479,-3.69612,Entire home/apt,48,1,110,2020-03-03,5.37,6,364
27301507,DOBO HOMES JUAN BRAVO,133056146,Dobo Rooms,Salamanca,Lista,40.43117,-3.6725,Entire home/apt,53,1,33,2020-03-18,1.61,32,362
27302443,Hab en Complejo Residencial (Ciudad Universitaria),146337122,Gianfranco,Moncloa - Aravaca,Ciudad Universitaria,40.45427,-3.71476,Private room,20,1,5,2018-09-03,0.23,2,0
27313472,"Nice, huge and happy room in Madrid!",20609984,Jose,Puente de Vallecas,San Diego,40.39549,-3.66454,Private room,30,30,1,2018-10-07,0.05,4,364
27315757,Habitación cerca de Atocha,4961063,Marcos,Retiro,Pacífico,40.40411,-3.67625,Private room,30,1,26,2020-01-27,1.24,1,90
27320504,Madrid Apartamento,11521613,Thais Kursancew,Tetuán,Castillejos,40.46148,-3.6954,Private room,20,7,0,,,1,0
27320542,60 Balconies Recoletos,10648744,60 Balconies,Centro,Justicia,40.42343,-3.69324,Entire home/apt,189,1,0,,,4,361
27320892,60 Balconies Recoletos,10648744,60 Balconies,Centro,Justicia,40.42214,-3.69382,Entire home/apt,279,1,0,,,4,361
27321061,60 Balconies Recoletos,10648744,60 Balconies,Centro,Justicia,40.42153,-3.69404,Entire home/apt,429,1,22,2020-02-29,1.03,4,1
27321952,Piso nuevo de 2 habitaciones  céntrico en Madrid,48589704,Ignacio,Carabanchel,Opañel,40.39255,-3.72502,Entire home/apt,75,45,1,2020-03-16,0.48,1,365
27329533,Alquilo habitación Barrio Salamanca (Centro),197853390,Marta,Salamanca,Lista,40.43228,-3.67269,Private room,20,29,1,2019-05-28,0.08,1,257
27331187,"Design Penthouse, Central Madrid, 2BR with terrace",50716384,Marc,Chamartín,Ciudad Jardín,40.4471,-3.67312,Entire home/apt,39,1,33,2020-02-29,1.53,5,126
27331296,Central queen room in stylish apartment+breakfast,33764591,Julia,Arganzuela,Chopera,40.39399,-3.69936,Private room,40,2,25,2020-03-08,2.16,2,0
27348511,Great apartment right next to Royal Palace,202739643,Armando Y Marina,Centro,Palacio,40.42123,-3.71135,Entire home/apt,80,3,57,2020-03-08,2.66,1,57
27350300,Luxury Golden Apartamento a solo PASOS de Gran Vía,40877988,Raul,Centro,Sol,40.41971,-3.70341,Entire home/apt,140,3,92,2020-03-14,4.39,64,90
27350749,Habitación Doble Barrio Las Letras,28174215,Jorge,Centro,Cortes,40.41258,-3.69508,Private room,30,2,72,2019-11-30,3.36,1,333
27350951,Céntrica Habitación Privada El Rastro,122786953,Elena,Centro,Embajadores,40.40752,-3.70921,Private room,35,1,0,,,4,0
27353461,Habitación grande,83813365,Héctor,Centro,Palacio,40.41064,-3.71523,Private room,465,1,0,,,1,364
27354196,17H - Magnificent apartment with beautiful views,91095901,Angelica,Hortaleza,Valdefuentes,40.48568,-3.66587,Entire home/apt,115,3,20,2020-02-02,0.95,5,180
27355331,Espaciosa habitación en pleno centro de Madrid.,126793582,Rocco,Centro,Palacio,40.42044,-3.70811,Private room,26,1,2,2018-09-09,0.10,1,0
27358064,// Peace & Love \\ (Retiro-Atocha),173706745,Javier,Retiro,Pacífico,40.40434,-3.67633,Private room,24,2,120,2019-10-18,5.75,1,0
27360200,Nice and cozy Apt in Delicias,206174399,Cyrille,Arganzuela,Chopera,40.39726,-3.7006,Entire home/apt,75,1,18,2020-01-07,0.90,1,351
27362504,BRAND NEW ROOM private BATHROOM in a NEW APARTMENT,25299828,Sherina,Chamartín,Ciudad Jardín,40.44791,-3.67319,Private room,40,1,28,2019-11-24,1.38,1,74
27363120,Long Vacation in Madrid! Nice full apartment!!!,168513525,Herui,Tetuán,Valdeacederas,40.46649,-3.70075,Entire home/apt,52,1,7,2018-11-30,0.33,1,0
27364273,Evening check in. Room & breakfast for 1-2.,206166719,Yulianna,Puente de Vallecas,San Diego,40.3926,-3.6713,Private room,28,1,127,2020-03-09,5.86,1,14
27365968,ROMANTIC cozy design apartment in LA LATINA.,204429216,Raquel,Centro,Palacio,40.41326,-3.70995,Entire home/apt,56,1,82,2020-03-16,3.97,2,90
27368581,Newly Refurbished flat near Santiago Bernabéu,102716956,Hugo,Tetuán,Cuatro Caminos,40.45137,-3.70168,Entire home/apt,90,1,21,2019-06-26,1.02,1,299
27369694,Bonita habitación con baño propio,1610565,Maribel,Puente de Vallecas,Palomeras Bajas,40.37977,-3.65624,Private room,28,2,41,2020-03-08,1.92,1,0
27382564,Luxury Silver Apartamento a solo PASOS de Gran Vía,40877988,Raul,Centro,Sol,40.41894,-3.70452,Entire home/apt,118,4,48,2020-03-11,2.30,64,65
27384162,STYLE & COMFORT IN LA LATINA + WIFI,206369508,Easy,Centro,Palacio,40.40866,-3.71046,Entire home/apt,70,3,50,2020-03-02,2.43,1,180
27386719,Sofía I by Madflats Collection,112373304,Daniel,Centro,Embajadores,40.40761,-3.70039,Entire home/apt,178,1,22,2020-01-26,1.13,53,325
27387500,Retiro Room. Cómoda habitación en Retiro,12520564,Cecilia,Retiro,Estrella,40.41918,-3.66799,Private room,28,2,1,2018-08-09,0.05,1,0
27390553,Charming apartment in the centre of Madrid,206415964,Fernando & Isabel,Centro,Palacio,40.41339,-3.71191,Entire home/apt,120,1,68,2020-03-13,3.19,1,349
27390611,OCUPADO PLAZA,206380379,Ana,Tetuán,Valdeacederas,40.46967,-3.70212,Entire home/apt,40,2,1,2018-11-04,0.05,1,365
27392781,"Vivienda independiente en Madrid
Matrimonial",122790497,Angel,Centro,Universidad,40.42666,-3.70147,Private room,100,1,8,2019-01-04,0.41,2,133
27393336,"Cozy apartment in Chamberí, Madrid",99018982,Alterhome,Chamberí,Gaztambide,40.43783,-3.71656,Entire home/apt,48,1,9,2020-02-23,0.51,120,363
27393339,Amazing apartment in Chamberí  Madrid,99018982,Alterhome,Chamberí,Vallehermoso,40.44026,-3.70814,Entire home/apt,61,1,6,2020-02-29,0.33,120,349
27394009,Royal Family,205278802,Omar,Salamanca,Goya,40.42621,-3.67762,Entire home/apt,978,1,1,2019-05-30,0.09,1,364
27394448,Chambre avec balcon au cœur de Lavapiés,82045112,Maël,Centro,Embajadores,40.40879,-3.70136,Private room,40,2,0,,,1,0
27396661,"Atico de lujo Gran Via, Piscina, PREPARADO COVID19",4087174,PTL Homes,Centro,Palacio,40.42168,-3.70828,Entire home/apt,260,1,99,2020-03-11,4.61,4,0
27403123,Apart. Liana,70554138,Ignacio,Ciudad Lineal,Ventas,40.42569,-3.65571,Entire home/apt,50,3,0,,,1,0
27411500,Ever House Ciudad Lineal,7145793,Miguel Angel,San Blas - Canillejas,Simancas,40.43708,-3.63549,Entire home/apt,45,2,24,2020-02-21,1.13,16,70
27417335,60 Balconies Recoletos,10648744,60 Balconies,Centro,Justicia,40.42328,-3.69451,Entire home/apt,310,1,0,,,4,338
27417862,Bastardo Hostel - Double Room (2 beds),189959417,Adrian,Centro,Justicia,40.42621,-3.69998,Private room,999,1,1,2020-01-27,0.27,10,173
27417973,Bastardo Hostel - Double Room with Terrace,189959417,Adrian,Centro,Justicia,40.42661,-3.70051,Private room,9999,1,1,2018-11-29,0.06,10,187
27418553,Bastardo Hostel - Quadruple Family Room,189959417,Adrian,Centro,Justicia,40.42521,-3.70041,Private room,9999,1,0,,,10,189
27418573,"Madrid, Centro, GREAT LOCATION! Ext. Double Room",142868336,Enrique,Centro,Justicia,40.42686,-3.70037,Private room,36,2,69,2019-08-15,3.30,5,0
27418743,Habitación moderna en pleno centro de Madrid,156206583,Paola,Centro,Cortes,40.41591,-3.69964,Private room,40,2,52,2020-02-24,2.43,1,173
27418907,Bastardo Hostel - 6 Bed Dorm,189959417,Adrian,Centro,Justicia,40.42449,-3.69903,Private room,9999,1,2,2019-09-28,0.12,10,189
27418998,Bastardo Hostel - 4 Bed Dorm,189959417,Adrian,Centro,Justicia,40.42459,-3.69956,Private room,999,1,0,,,10,189
27420504,centro embajadores arganzuela,206638700,Zary,Arganzuela,Chopera,40.40013,-3.69943,Private room,20,1,137,2020-03-18,6.75,1,347
27420708,"Light, courtyard and calmness - WiFi -Full A/C",4615520,"Alfredo, Marta Y Ana - Mahdrid",Arganzuela,Acacias,40.40424,-3.70282,Entire home/apt,75,3,70,2020-04-08,3.44,12,152
27420722,Habitación + baño privado,14887729,Damien,Arganzuela,Acacias,40.39962,-3.70328,Private room,29,2,42,2020-03-13,2.05,1,134
27422844,(1A) Apartamento madrileño comunicado. Naranjo.,136715552,Guillermo,Tetuán,Berruguete,40.46112,-3.70053,Entire home/apt,80,2,3,2019-07-14,0.19,6,83
27425304,"PRINCESA VIII · 4 bedrooms close to Royal Palace ""PRINCESA VIII""",28038703,Luxury Rentals Madrid,Moncloa - Aravaca,Argüelles,40.42526,-3.71365,Entire home/apt,5000,3,19,2020-03-11,1.09,121,341
27426276,"Madrid, Centro, GREAT LOCATION! XXL Double Room",142868336,Enrique,Centro,Justicia,40.42589,-3.70082,Private room,40,2,58,2019-08-17,2.78,5,0
27426821,NEW MADRID + WIFI,33101205,José,Puente de Vallecas,Portazgo,40.38451,-3.65272,Entire home/apt,39,2,31,2020-03-01,1.53,1,364
27427057,"Madrid, Centro, GREAT LOCATION! Cozy Single Room",142868336,Enrique,Centro,Justicia,40.42728,-3.70019,Private room,27,2,42,2019-08-15,2.01,5,0
27429461,Double bedroom in CityCentre with private bathroom,132791107,Nadia,Centro,Palacio,40.41209,-3.71232,Private room,65,2,18,2019-04-20,0.89,1,133
27430008,Habitación Luminosa y Baratita,19632698,Moisés,Usera,Orcasur,40.36902,-3.69489,Private room,20,2,0,,,1,0
27432880,Clean and Large Apartment in the Center of Madrid,69566471,Javier,Chamberí,Gaztambide,40.43848,-3.71181,Entire home/apt,115,3,0,,,23,365
27444547,"Elegant, new and centric apartment @Lavapies",196371966,Amir,Centro,Embajadores,40.4084,-3.70435,Entire home/apt,70,3,58,2020-03-02,2.94,1,169
27445506,Nice and Cozy Apartment in Barrio Salamanca,103196846,Carmen,Salamanca,Goya,40.4281,-3.67829,Entire home/apt,63,3,28,2019-06-21,1.50,1,105
27450609,"Free Parking, 2br, Great Location, Super Bright",77489120,Pablo,Tetuán,Valdeacederas,40.4655,-3.69648,Entire home/apt,99,1,151,2020-03-10,7.06,7,167
27452747,Little peace of (fresh) heaven,192683832,Sabrina,Chamartín,Castilla,40.46831,-3.68542,Entire home/apt,90,7,0,,,1,0
27453695,Modern Loft Style Apartment near Prado Museum,460240,Stefan,Centro,Cortes,40.41006,-3.69327,Entire home/apt,100,3,44,2019-12-16,2.17,1,85
